Time	Agent	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.16848492622375488	0	0	17.333334	5.617433	26.0	12.0	17.333333333333332	5.617433182117572	104	104
4.292787075042725	0	1	12.625	3.4618456	20.0	9.0	12.625	3.461845606031557	101	205
4.360706090927124	0	2	11.333333	1.6996732	14.0	8.0	11.333333333333334	1.699673171197595	102	307
4.421164035797119	0	3	10.1	1.2206556	12.0	8.0	10.1	1.2206555615733703	101	408
4.482201099395752	0	4	11.222222	2.3934064	17.0	9.0	11.222222222222221	2.3934065809486684	101	509
4.542638301849365	0	5	10.3	1.0049876	12.0	9.0	10.3	1.004987562112089	103	612
4.607972145080566	0	6	9.909091	0.7925271	12.0	9.0	9.909090909090908	0.7925270806437588	109	721
4.671229124069214	0	7	10.5	1.9104973	15.0	8.0	10.5	1.91049731745428	105	826
4.733242988586426	0	8	10.6	1.3564659	14.0	9.0	10.6	1.3564659966250536	106	932
4.797184228897095	0	9	9.454545	1.233151	12.0	8.0	9.454545454545455	1.233150906022776	104	1036
0.15776777267456055	1	0	20.0	5.972158	31.0	13.0	20.0	5.972157622389639	120	120
0.23239660263061523	1	1	14.375	3.8385382	22.0	10.0	14.375	3.838538133196022	115	235
0.29863667488098145	1	2	10.2	2.7856777	16.0	8.0	10.2	2.7856776554368237	102	337
0.3554978370666504	1	3	10.5	1.4317821	14.0	9.0	10.5	1.4317821063276353	105	442
0.416363000869751	1	4	10.2	1.4696938	13.0	9.0	10.2	1.469693845669907	102	544
0.47180795669555664	1	5	9.727273	0.44536176	10.0	9.0	9.727272727272727	0.4453617714151233	107	651
0.5483026504516602	1	6	10.0	1.2792042	12.0	8.0	10.0	1.2792042981336627	110	761
0.6074798107147217	1	7	9.727273	1.4200454	13.0	8.0	9.727272727272727	1.4200453956193917	107	868
0.6661219596862793	1	8	9.727273	1.2128786	13.0	8.0	9.727272727272727	1.212878551284212	107	975
0.7201826572418213	1	9	9.363636	0.64282435	11.0	9.0	9.363636363636363	0.642824346533225	103	1078
0.18968510627746582	2	0	42.833332	63.622368	185.0	10.0	42.833333333333336	63.62236678681134	257	257
0.2542102336883545	2	1	58.5	27.5	86.0	31.0	58.5	27.5	117	374
0.3178420066833496	2	2	43.333332	15.75507	65.0	28.0	43.333333333333336	15.755069730795297	130	504
0.383577823638916	2	3	58.0	17.0	75.0	41.0	58.0	17.0	116	620
0.45003819465637207	2	4	75.5	16.5	92.0	59.0	75.5	16.5	151	771
0.5135529041290283	2	5	105.0	0.0	105.0	105.0	105.0	0.0	105	876
0.6003751754760742	2	6	109.5	10.5	120.0	99.0	109.5	10.5	219	1095
0.6753101348876953	2	7	49.0	3.2659864	53.0	45.0	49.0	3.265986323710904	147	1242
0.7503409385681152	2	8	75.5	4.5	80.0	71.0	75.5	4.5	151	1393
0.8234760761260986	2	9	59.0	6.0	65.0	53.0	59.0	6.0	118	1511
0.1471080780029297	3	0	15.428572	6.1378713	27.0	9.0	15.428571428571429	6.137871731125952	108	108
0.2074112892150879	3	1	13.625	4.0600953	19.0	9.0	13.625	4.0600954422279285	109	217
0.2654430866241455	3	2	11.222222	2.042753	14.0	8.0	11.222222222222221	2.042752923427804	101	318
0.3207981586456299	3	3	13.5	4.1833	23.0	8.0	13.5	4.183300132670378	108	426
0.3877241611480713	3	4	11.666667	2.7080128	19.0	10.0	11.666666666666666	2.70801280154532	105	531
0.44585418701171875	3	5	12.666667	3.4960296	18.0	9.0	12.666666666666666	3.496029493900505	114	645
0.5132741928100586	3	6	11.0	2.8982754	18.0	9.0	11.0	2.898275349237888	110	755
0.5717670917510986	3	7	13.125	3.5509682	22.0	10.0	13.125	3.550968177835448	105	860
0.6472272872924805	3	8	14.625	4.090767	24.0	10.0	14.625	4.090767042988393	117	977
